issue,record_type,record_id,venue_name,operator,what_the_pipeline_produced,source,snippet
renewal with no award ever reported — start unknown,tenure,sp-c79a97a977,Tom Green County Jail,Aramark Correctional Services,? to ? [unknown],|Standard Times; San Angelo | 2016-09-12,"…or See Updates, 5A allegedly having improper sexual relationships with inmates at the Tom Green County Jail and have since been released on bail. Both were employed by Aramark Correctional Services, which is contracted to provide food services to the jail. Ara…"
renewal with no award ever reported — start unknown,tenure,sp-0f1a1f4f84,University of Toledo,Aramark,? to ? [unknown],"|The Blade; Toledo, Ohio | 2016-09-17; |TCA Regional News; Chicago | 2016-09-17; |US Fed News Service, Including US State News; Washington, D.C. | 2016-09-25","A contract extension between the University of Toledo and its dining services provider will mean more milkshakes and moola for the university. | The new agreement with Aramark will bring additional dining options and national chains, starting with Steak 'n Sha…"
renewal with no award ever reported — start unknown,tenure,sp-69033994eb,the university,Aramark,? to ? [unknown],|MENA Report; Camden | 2016-11-09,"…st floor of O'Donovan Hall into a food court this summer, Aramark will continue to be the universitys dining contractor for the next ten years. Announced by Chief Operating Officer Christopher Augostini in a campuswide email Tuesday, the deal, ends a yearlong …"
run ends with no award ever reported — start unknown,tenure,sp-9221ba4d94,Barnard Store,Barnard,? to 2016-05-01 [ended/self_op_conversion],|University Wire; Carlsbad | 2016-10-06,"Publication: The Columbia Spectator, Columbia University, New York NY. The Barnard Store has been operating without a manager this semester, which has hindered store operations and new employee training, according to current employees. The store has been in a …"
run ends with no award ever reported — start unknown,tenure,sp-aabde55cd8,Barnard Store,Aramark,? to 2016-05-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-10-06,"Publication: The Columbia Spectator, Columbia University, New York NY. The Barnard Store has been operating without a manager this semester, which has hindered store operations and new employee training, according to current employees. The store has been in a …"
run ends with no award ever reported — start unknown,tenure,sp-8f58456704,Bartlett Dining Hall,Aramark,? to 2016-07-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-09-16,"…survey, the results of which will be released during the upcoming year. In January at Bartlett Dining Hall, a student cut into her grilled chicken to behold a screw. She notified UChicago Dining, which investigated the incident and found Aramark, the Universit…"
run ends with no award ever reported — start unknown,tenure,sp-75759012f0,Brandeis,Aramark,? to 2013-01-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-11-14,"Publication: The Justice, Brandeis University, Waltham MA. The Justice :: BLC petitions for better treatment of Sodexo workers Brandeis University’s Independent Student Newspaper Since 1949, Waltham, MA In addition to creating long lines and slow service, unde…"
run ends with no award ever reported — start unknown,tenure,sp-bfa4169a44,Drexel University,Sodexo,? to 2016-12-10 [ended/lost_bid],"|University Wire; Carlsbad | 2016-10-25; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01; |TCA Regional News; Chicago | 2016-10-31","…t employees are unionized, so they will have the option to remain at the university."" Drexel recently made a similar change. According to an article published in The Triangle, Drexel's student newspaper, Sodexo will no longer manage dining services at the univ…"
run ends with no award ever reported — start unknown,tenure,sp-423dc621d5,El Paso County Criminal Justice Center,Aramark Correctional Services LLC,? to 2016-08-31 [ended/lost_bid],|Colorado Springs Independent; Colorado Springs | 2017-02-07,"… you're looking to lose weight fast, you might try spending a couple of months at the El Paso County Criminal Justice Center. The food, apparently, is so bad - and servings so skimpy - that many inmates report losing 10, 20 and even 30 pounds in a matter of we…"
run ends with no award ever reported — start unknown,tenure,sp-bc45b6dc9c,FSU,Aramark Food Services,? to 2018-07-01 [ended/other],"|Tallahassee Democrat; Tallahassee, Fla. | 2016-12-12","Since 2003, Aramark Food Services has provided FSU with its dining service options. This includes the Suwannee Room and Fresh Food Company dining halls, along with other options like The Trading Post and food services in Oglesby Union. However, the contract Ar…"
run ends with no award ever reported — start unknown,tenure,sp-162fa874a2,Lafayette General Health,Aramark,? to 2016-12-12 [ended/self_op_conversion],"|The Daily Advertiser; Lafayette, La. | 2016-10-11","…veraging ARI's upgraded tracking technology and reliability. In a health system move, Lafayette General Health will transition its outsourced Environmental Services Department back under the health system umbrella on Dec. 12. Current Aramark EVS employees with…"
run ends with no award ever reported — start unknown,tenure,sp-6683442c97,Lafayette General Medical Center,Aramark Healthcare Services,? to 2016-12-12 [ended/lost_bid],"|The Daily Advertiser; Lafayette, La. | 2016-10-15","Aramark Healthcare Services will lay off 243 employees assigned to Lafayette General Medical Center on Dec. 12, the company revealed in a notification to Louisiana Workforce Commission on Friday. But Lafayette General says it may rehire as many in what it hope…"
run ends with no award ever reported — start unknown,tenure,sp-abdeccb848,Lafayette General Medical Center,Lafayette General Medical Center,? to 2016-12-12 [ended/self_op_conversion],"|The Daily Advertiser; Lafayette, La. | 2016-10-15","Aramark Healthcare Services will lay off 243 employees assigned to Lafayette General Medical Center on Dec. 12, the company revealed in a notification to Louisiana Workforce Commission on Friday. But Lafayette General says it may rehire as many in what it hope…"
run ends with no award ever reported — start unknown,tenure,sp-7ab5699f8b,Lafayette Medical Center,Aramark Healthcare Services,? to 2016-12-12 [ended/other],"|US Fed News Service, Including US State News; Washington, D.C. | 2016-10-15","…ment and Retraining Notification (WARN) announcing a layoff of employees stationed at Lafayette Medical Center. Lafayette Medical Center did not renew its contract with the company. Aramark will cease operating at the hospital on December 12, 2016. A total of …"
run ends with no award ever reported — start unknown,tenure,sp-7ae49c0f41,"Maverick Stadium,Texas",Aramark,? to 2016-06-06 [ended/lost_bid],|University Wire; Carlsbad | 2016-08-22,"Publication: The Shorthorn, University of Texas - Arlington, Arlington TX. New look, new food distributor, same great taste. ""It's more of an enhancement,"" University Center director David Albart said. Chartwells will serve as the university food distributor. …"
run ends with no award ever reported — start unknown,tenure,sp-3d1fe964b9,Michigan Department of Corrections,Aramark Correctional Services,? to 2015-09-01 [ended/other],|Crain's Detroit Business; Detroit | 2017-01-30,"…licy changes expected from the new administration, Isely said. MICH-CELLANEOUS -- The Michigan Department of Corrections slapped its latest food contractor with more than $2 million in penalties for inadequate staffing and other problems since it began providi…"
run ends with no award ever reported — start unknown,tenure,sp-81701bee59,Michigan Department of Corrections,Aramark,? to 2015-01-01 [ended/lost_bid],"|The Tennessean; Nashville, Tenn. | 2016-08-08; |News Sentinel; Knoxville, Tenn. | 2016-08-05","…ll, but the Michigan contract didn't work out. ""Regrettably, the partnership with the Michigan Department of Corrections (MDOC) did not work out as both sides hoped, and that was disappointing. We are proud to have served the state during a major groundbreakin…"
run ends with no award ever reported — start unknown,tenure,sp-f2a4e6e182,Michigan Department of Corrections,Aramark,? to 2015-01-01 [ended/other],"|The Daily News Journal; Murfreesboro, Tenn. | 2016-08-08","…ll, but the Michigan contract didn't work out. ""Regrettably, the partnership with the Michigan Department of Corrections (MDOC) did not work out as both sides hoped, and that was disappointing. We are proud to have served the state during a major groundbreakin…"
run ends with no award ever reported — start unknown,tenure,sp-ffe32747aa,Michigan prison food service,Aramark Correctional Services,? to 2015-09-01 [ended/lost_bid],"|Detroit Free Press; Detroit, Mich. | 2016-09-07","LANSING — A food service worker at Cotton Correctional Facility near Jackson was fired and turned over to the Michigan State Police on Thursday after a search as he reported to work that day turned up suspected drugs, a Corrections Department spokesman confirm…"
run ends with no award ever reported — start unknown,tenure,sp-eb8b843d8f,Michigan prisons,Aramark Correctional Services,? to 2015-08-01 [ended/lost_bid],"|Livingston County Daily Press & Argus; Howell, Mich. | 2016-09-09","LANSING -- A food worker has been fired and banned from state prison properties after she was caught making out with an inmate inside a kitchen cooler on Tuesday, a Corrections Department spokesman confirmed Thursday. After a corrections officer discovered the…"
run ends with no award ever reported — start unknown,tenure,sp-9bbabb5b6f,Northwest Missouri State University,Aramark,? to 2017-04-03 [ended/lost_bid],|University Wire; Carlsbad | 2017-01-18,"Publication: Northwestern Missourian, Northwest Missouri State University, Maryville MO. University officials announced the upcoming termination of a contract with Aramark, a relationship dating back more than 30 years. Northwest President John Jasinski announ…"
run ends with no award ever reported — start unknown,tenure,sp-acb504f28c,Northwest Missouri State University,Aramark,? to 2017-04-03 [ended/self_op_conversion],|University Wire; Carlsbad | 2017-01-18,"Publication: Northwestern Missourian, Northwest Missouri State University, Maryville MO. University officials announced the upcoming termination of a contract with Aramark, a relationship dating back more than 30 years. Northwest President John Jasinski announ…"
run ends with no award ever reported — start unknown,tenure,sp-7cb512c57e,Rio Tinto,ISS,? to 2016-01-01 [ended/lost_bid],|The Australian Financial Review; Melbourne | 2016-12-03,"… have had a tough year in 2016, losing big contracts with Royal North Shore Hospital, Rio Tinto and CITIC Pacific Mining. Gravenhorst says the ""negative growth"" ISS has suffered in Australia is partially due to mines shutting down, as mines move from construct…"
run ends with no award ever reported — start unknown,tenure,sp-82397566f3,Rutgers University – Newark,Aramark,? to 2016-07-29 [ended/lost_bid],|University Wire; Carlsbad | 2016-09-27,"…arent deliberative process that we conducted in selecting a food service provider for Rutgers University – Newark has yielded an excellent result. Effective today, our new provider is Gourmet Dining Services, a premier food service company that is New Jersey’s…"
run ends with no award ever reported — start unknown,tenure,sp-97484db6ef,SMSU,Aramark,? to 2016-07-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-09-08,"Publication: The Spur, , Southwest State University , Marshall, MN As of July, the SMSU campus Starbucks has been transitioning to a student-run model of management. As a result of this decision, the employees at the Starbucks are well on their way to effectiv…"
run ends with no award ever reported — start unknown,tenure,sp-430cc2d251,St. Cloud State University's Garvey Commons,Sodexo,? to 2016-07-01 [ended/lost_bid],"|St. Cloud Times; St. Cloud, Minn. | 2016-07-31","…ram. Sparby said the Yes Network had recently transitioned back to preparing meals at St. Cloud State University's Garvey Commons after spending the first month prepping meals at Apollo High School. ""We are right on track to serve another 70,000 meals this sum…"
run ends with no award ever reported — start unknown,tenure,sp-63618ace5a,Temple,Sodexo,? to 2016-10-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-12-29,"Publication: Temple News, Temple University, Philadelphia PA. administration_stitch Neil Theobald (left), addresses the state legislature in Harrisburg in March. Hai-Lung Dai (right), speaks at the opening of the Science Education and Research Center in 2014. …"
run ends with no award ever reported — start unknown,tenure,sp-7eaafd180d,Temple,Sodexo,? to 2017-06-30 [ended/lost_bid],|University Wire; Carlsbad | 2016-10-25; |University Wire; Carlsbad | 2016-10-18,"Publication: Temple News, Temple University, Philadelphia PA. Temple recently signed a 15-year contract with Aramark effective July 1, 2017, ending Sodexo's 28 years as Temple's food service provider. The new provider means food retailers franchised with Sodex…"
run ends with no award ever reported — start unknown,tenure,sp-d73773d53b,Temple,Sodexo,? to 2017-06-01 [ended/other],|University Wire; Carlsbad | 2016-09-13,"Publication: Temple News, Temple University, Philadelphia PA. Michael Mahaffey (left), and Richard Green discuss the state of Sodexo's contract with the university. MAX SIMONS FOR THE TEMPLE NEWS With Sodexo's contract set to expire at the end of the spring se…"
run ends with no award ever reported — start unknown,tenure,sp-362dc0ad6e,Temple University,Sodexo,? to 2017-05-13 [ended/lost_bid],|University Wire; Carlsbad | 2017-01-17,"Publication: Temple News, Temple University, Philadelphia PA. Temple Student Government is rightfully disappointed that none of its members were invited to take part in transition talks with Aramark, the new food service provider that is replacing Sodexo effec…"
run ends with no award ever reported — start unknown,tenure,sp-6e60c2985f,Temple University,Sodexo,? to 2016-07-01 [ended/lost_bid],|MENA Report; Camden | 2016-10-14,"Temple University has offered Aramark a 15-year dining services deal. Aramark secured the deal over four rivals, including Sodexo Inc., which wason the North Philadelphia campus for 28 years. Details of Aramark's proposal will be announced after a final deal i…"
run ends with no award ever reported — start unknown,tenure,sp-b40c9cc1ae,Temple University,Sodexo,? to 2017-07-01 [ended/lost_bid],"|University Wire; Carlsbad | 2016-10-21; |University Wire; Carlsbad | 2016-10-11; |TCA Regional News; Chicago | 2016-10-11; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01","…o conclude a 21-year partnership this December. Exactly three weeks later on Oct. 11, Temple University announced that they would not be renewing their contract with SodexoMagic, who they had partnered with for 28 years. Temple's new 15-year contract with Aram…"
run ends with no award ever reported — start unknown,tenure,sp-0b7a063aca,Tennessee Department of Correction,TRICOR,? to 2016-10-01 [ended/lost_bid],"|The Daily News Journal; Murfreesboro, Tenn. | 2016-08-08; |The Tennessean; Nashville, Tenn. | 2016-08-08","After opting to end its relationship with a troubled state-based food provider, the Tennessee Department of Correction chose a company with its own history of issues as its replacement. The department plans to award its food services contract to Aramark, a mas…"
run ends with no award ever reported — start unknown,tenure,sp-f937662379,University of Chicago,Aramark,? to 2016-09-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-10-26,"… mounting costs of the ongoing ACDC reno­vation, is a cause for concern. In fact, the University of Chicago made the same switch from Aramark to Bon Ap­pétit starting this school year, and so far the quality of food has not suffered and all UChicago dining wor…"
run ends with no award ever reported — start unknown,tenure,sp-5f97fcec32,University of Maine System,Aramark,? to 2016-01-01 [ended/lost_bid],"|Portland Press Herald; Portland, Me. | 2016-10-23","…get more Maine-grown food served in the schools' dining halls. Earlier this year, the University of Maine System awarded its new dining service contract to Sodexo, citing in part the company's commitment to source 25 to 30 percent of its food locally; previous…"
run ends with no award ever reported — start unknown,tenure,sp-baaa5a1d9c,University of Toronto,University of Toronto,? to 2016-01-01 [ended/self_op_conversion],|Maclean's; Toronto | 2016-11-07,"… fresh and locally sourced Jaco Lokker and his head chefs stand around a table at the University of Toronto's Chestnut Residence kitchen, looking at halves of sandwiches. All summer they have been developing recipes and menus. ""I personally don't believe Russi…"
run ends with no award ever reported — start unknown,tenure,sp-c915fdc455,University of Toronto,Aramark,? to 2016-01-01 [ended/lost_bid],|Maclean's; Toronto | 2016-11-07,"… fresh and locally sourced Jaco Lokker and his head chefs stand around a table at the University of Toronto's Chestnut Residence kitchen, looking at halves of sandwiches. All summer they have been developing recipes and menus. ""I personally don't believe Russi…"
run ends with no award ever reported — start unknown,tenure,sp-43d5b1ead7,Vassar,Aramark,? to 2017-09-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-10-26,"Publication: The Miscellany News, Vassar College, Poughkeepsie NY. This marks the third week of the Harvard dining staff’s strike for livable wages and increased benefits, the first halt in the Uni­versity’s operations since 1983. In light of recent arrests an…"
run ends with no award ever reported — start unknown,tenure,sp-1e382aabbc,Ville Grill,Sodexo,? to 2016-08-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-09-03,"…ear, students with meal swipes can use them at nearly every campus restaurant and The Ville Grill to purchase value meals. The value meals offered at each eatery are displayed by the cash register. At The Ville Grill, students have six guest meals per semester…"
run ends with no award ever reported — start unknown,tenure,sp-83d0427cad,the Deece,Aramark,? to 2017-01-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-11-30,"…ting, between 2000 and 2002 that is still in place. Greenway picks up food waste from the Deece, the Retreat and Ferry House five times a week and composts it using biological processes. Greenway’s founder Shabazz Jackson is enthusiastic about the partnership …"
start_date unknown,tenure,sp-c8eb0aef90,An Bhialann,Sodexo,? to ? [unknown],|The Daily Mirror; London (UK) | 2016-11-03,"… on-site at one of Ireland's oldest and largest universities. The company will manage An Bhialann, the 720-seater restaurant that forms the heart of NUI Galway's on-campus catering offer. With over 17,000 students and more than 2,400 staff, NUI Galway has buil…"
start_date unknown,tenure,sp-9221ba4d94,Barnard Store,Barnard,? to 2016-05-01 [ended/self_op_conversion],|University Wire; Carlsbad | 2016-10-06,"Publication: The Columbia Spectator, Columbia University, New York NY. The Barnard Store has been operating without a manager this semester, which has hindered store operations and new employee training, according to current employees. The store has been in a …"
start_date unknown,tenure,sp-aabde55cd8,Barnard Store,Aramark,? to 2016-05-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-10-06,"Publication: The Columbia Spectator, Columbia University, New York NY. The Barnard Store has been operating without a manager this semester, which has hindered store operations and new employee training, according to current employees. The store has been in a …"
start_date unknown,tenure,sp-8f58456704,Bartlett Dining Hall,Aramark,? to 2016-07-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-09-16,"…survey, the results of which will be released during the upcoming year. In January at Bartlett Dining Hall, a student cut into her grilled chicken to behold a screw. She notified UChicago Dining, which investigated the incident and found Aramark, the Universit…"
start_date unknown,tenure,sp-75759012f0,Brandeis,Aramark,? to 2013-01-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-11-14,"Publication: The Justice, Brandeis University, Waltham MA. The Justice :: BLC petitions for better treatment of Sodexo workers Brandeis University’s Independent Student Newspaper Since 1949, Waltham, MA In addition to creating long lines and slow service, unde…"
start_date unknown,tenure,sp-ebf9cac462,Cotton Correctional Facility,Trinity Food Services,? to ? [unknown],"|Detroit Free Press; Detroit, Mich. | 2016-09-07; |Lansing State Journal; Lansing, Mich. | 2016-09-07","LANSING — A food service worker at Cotton Correctional Facility near Jackson was fired and turned over to the Michigan State Police on Thursday after a search as he reported to work that day turned up suspected drugs, a Corrections Department spokesman confirm…"
start_date unknown,tenure,sp-6dbbf8e581,Drexel University,Sodexo,? to 2016-12-10 [ended/other],|Food Management; Cleveland | 2016-10-20; |University Wire; Carlsbad | 2016-10-21; |University Wire; Carlsbad | 2016-10-06,"SodexoMAGIC LLC has filed a complaint of fraud against Drexel University with the U.S. District Court of Eastern Pennsylvania, charging that the university misrepresented enrollment figures on which the 10-year dining services contract was based. SodexoMAGIC a…"
start_date unknown,tenure,sp-bfa4169a44,Drexel University,Sodexo,? to 2016-12-10 [ended/lost_bid],"|University Wire; Carlsbad | 2016-10-25; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01; |TCA Regional News; Chicago | 2016-10-31","…t employees are unionized, so they will have the option to remain at the university."" Drexel recently made a similar change. According to an article published in The Triangle, Drexel's student newspaper, Sodexo will no longer manage dining services at the univ…"
start_date unknown,tenure,sp-423dc621d5,El Paso County Criminal Justice Center,Aramark Correctional Services LLC,? to 2016-08-31 [ended/lost_bid],|Colorado Springs Independent; Colorado Springs | 2017-02-07,"… you're looking to lose weight fast, you might try spending a couple of months at the El Paso County Criminal Justice Center. The food, apparently, is so bad - and servings so skimpy - that many inmates report losing 10, 20 and even 30 pounds in a matter of we…"
start_date unknown,tenure,sp-c565079fbc,FGCU,Aramark,? to ? [unknown],"|The News Press; Fort Myers, Fla. | 2016-08-17","…ges to the Southwest Florida school. If all goes well, the biggest news coming out of FGCU this school year will be the naming of a new president. The school term won't quite be four months old when the FGCU board selects President Wilson Bradshaw's successor.…"
start_date unknown,tenure,sp-fe702bd682,FGCU,Compass,? to ? [unknown],"|The News Press; Fort Myers, Fla. | 2016-08-17","…ges to the Southwest Florida school. If all goes well, the biggest news coming out of FGCU this school year will be the naming of a new president. The school term won't quite be four months old when the FGCU board selects President Wilson Bradshaw's successor.…"
start_date unknown,tenure,sp-bc45b6dc9c,FSU,Aramark Food Services,? to 2018-07-01 [ended/other],"|Tallahassee Democrat; Tallahassee, Fla. | 2016-12-12","Since 2003, Aramark Food Services has provided FSU with its dining service options. This includes the Suwannee Room and Fresh Food Company dining halls, along with other options like The Trading Post and food services in Oglesby Union. However, the contract Ar…"
start_date unknown,tenure,sp-4dec4c4ff7,Georgetown,Aramark,? to ? [unknown],|University Wire; Carlsbad | 2016-11-04,"Publication: The Hoya, Georgetown University, Washington DC. TARA SUBRAMANIAM/THE HOYA As part of Aramark’s plan, the first floor of Leo’s will be renovated to include a food court with new options. Aramark will remain the university’s dining contractor for th…"
start_date unknown,tenure,sp-8a22a8f700,Georgetown University,Aramark,? to ? [unknown],|University Wire; Carlsbad | 2016-11-04,"Publication: The Hoya, Georgetown University, Washington DC. JINWOO CHONG/THE HOYA Reflecting on their term thus far, GUSA President Enushe Khan (MSB ’17) and Vice President Chris Fisk (COL ’17) discussed sucesses and future policy plans. Aside from beating th…"
start_date unknown,tenure,sp-15f0ba88cc,Harvard,Harvard University Dining Services,? to ? [unknown],|University Wire; Carlsbad | 2016-10-26,"…he Miscellany News, Vassar College, Poughkeepsie NY. This marks the third week of the Harvard dining staff’s strike for livable wages and increased benefits, the first halt in the Uni­versity’s operations since 1983. In light of recent arrests and the 1,000- b…"
start_date unknown,tenure,sp-608ca00da2,Ionia Correctional Facility,Trinity Food Services,? to ? [unknown],"|Lansing State Journal; Lansing, Mich. | 2016-09-07","…rectional Services of Philadelphia in September 2015. In May, a Trinity worker at the Ionia Correctional Facility was fired and the MSP opened an investigation after he was allegedly found in possession of heroin and methamphetamine. At Bellamy Creek, two unit…"
start_date unknown,tenure,sp-162fa874a2,Lafayette General Health,Aramark,? to 2016-12-12 [ended/self_op_conversion],"|The Daily Advertiser; Lafayette, La. | 2016-10-11","…veraging ARI's upgraded tracking technology and reliability. In a health system move, Lafayette General Health will transition its outsourced Environmental Services Department back under the health system umbrella on Dec. 12. Current Aramark EVS employees with…"
start_date unknown,tenure,sp-6683442c97,Lafayette General Medical Center,Aramark Healthcare Services,? to 2016-12-12 [ended/lost_bid],"|The Daily Advertiser; Lafayette, La. | 2016-10-15","Aramark Healthcare Services will lay off 243 employees assigned to Lafayette General Medical Center on Dec. 12, the company revealed in a notification to Louisiana Workforce Commission on Friday. But Lafayette General says it may rehire as many in what it hope…"
start_date unknown,tenure,sp-abdeccb848,Lafayette General Medical Center,Lafayette General Medical Center,? to 2016-12-12 [ended/self_op_conversion],"|The Daily Advertiser; Lafayette, La. | 2016-10-15","Aramark Healthcare Services will lay off 243 employees assigned to Lafayette General Medical Center on Dec. 12, the company revealed in a notification to Louisiana Workforce Commission on Friday. But Lafayette General says it may rehire as many in what it hope…"
start_date unknown,tenure,sp-7ab5699f8b,Lafayette Medical Center,Aramark Healthcare Services,? to 2016-12-12 [ended/other],"|US Fed News Service, Including US State News; Washington, D.C. | 2016-10-15","…ment and Retraining Notification (WARN) announcing a layoff of employees stationed at Lafayette Medical Center. Lafayette Medical Center did not renew its contract with the company. Aramark will cease operating at the hospital on December 12, 2016. A total of …"
start_date unknown,tenure,sp-b42e58d358,Leo O'Donovan dining hall,Aramark,? to ? [unknown],|University Wire; Carlsbad | 2016-12-12,"Publication: The Georgetown Voice, Georgetown University, Washington DC. Leo O’Donovan dining hall and Hoya Court are scheduled to undergo significant renovations for the 2016-17 academic year. Both Hoya Court and the upper floor of Leo’s will host new meal pl…"
start_date unknown,tenure,sp-7ae49c0f41,"Maverick Stadium,Texas",Aramark,? to 2016-06-06 [ended/lost_bid],|University Wire; Carlsbad | 2016-08-22,"Publication: The Shorthorn, University of Texas - Arlington, Arlington TX. New look, new food distributor, same great taste. ""It's more of an enhancement,"" University Center director David Albart said. Chartwells will serve as the university food distributor. …"
start_date unknown,tenure,sp-7a2a8b0198,Mayo Clinic,Compass,? to ? [unknown],"|Post - Bulletin; Rochester, Minn. | 2016-08-31; |Post - Bulletin; Rochester, Minn. | 2016-08-20",Aug. 31--Mayo Clinic officially declined SEIU Healthcare Minnesota's proposal Tuesday during the second bargaining session between the health care giant and about 700 unionized food service workers. The rejection prompted the union to again call on Mayo to pub…
start_date unknown,tenure,sp-7e50ce51b9,Mayo Clinic,Sodexo,? to ? [unknown],"|Post - Bulletin; Rochester, Minn. | 2016-08-31; |Post - Bulletin; Rochester, Minn. | 2016-08-20",Aug. 31--Mayo Clinic officially declined SEIU Healthcare Minnesota's proposal Tuesday during the second bargaining session between the health care giant and about 700 unionized food service workers. The rejection prompted the union to again call on Mayo to pub…
start_date unknown,tenure,sp-77c80aed1b,Michigan,Aramark Correctional Services,? to ? [unknown],"|Kennebec Journal; Augusta, Me. | 2016-10-25; |Morning Sentinel; Waterville, Me. | 2016-10-25","…that were previously managed and operated by Louisiana State University. And in 2014, Michigan terminated a three-year, $145 million contract with Aramark Correctional Services a year after the company hired to feed state prisoners came under scrutiny for a la…"
start_date unknown,tenure,sp-3d1fe964b9,Michigan Department of Corrections,Aramark Correctional Services,? to 2015-09-01 [ended/other],|Crain's Detroit Business; Detroit | 2017-01-30,"…licy changes expected from the new administration, Isely said. MICH-CELLANEOUS -- The Michigan Department of Corrections slapped its latest food contractor with more than $2 million in penalties for inadequate staffing and other problems since it began providi…"
start_date unknown,tenure,sp-81701bee59,Michigan Department of Corrections,Aramark,? to 2015-01-01 [ended/lost_bid],"|The Tennessean; Nashville, Tenn. | 2016-08-08; |News Sentinel; Knoxville, Tenn. | 2016-08-05","…ll, but the Michigan contract didn't work out. ""Regrettably, the partnership with the Michigan Department of Corrections (MDOC) did not work out as both sides hoped, and that was disappointing. We are proud to have served the state during a major groundbreakin…"
start_date unknown,tenure,sp-f2a4e6e182,Michigan Department of Corrections,Aramark,? to 2015-01-01 [ended/other],"|The Daily News Journal; Murfreesboro, Tenn. | 2016-08-08","…ll, but the Michigan contract didn't work out. ""Regrettably, the partnership with the Michigan Department of Corrections (MDOC) did not work out as both sides hoped, and that was disappointing. We are proud to have served the state during a major groundbreakin…"
start_date unknown,tenure,sp-ffe32747aa,Michigan prison food service,Aramark Correctional Services,? to 2015-09-01 [ended/lost_bid],"|Detroit Free Press; Detroit, Mich. | 2016-09-07","LANSING — A food service worker at Cotton Correctional Facility near Jackson was fired and turned over to the Michigan State Police on Thursday after a search as he reported to work that day turned up suspected drugs, a Corrections Department spokesman confirm…"
start_date unknown,tenure,sp-eb8b843d8f,Michigan prisons,Aramark Correctional Services,? to 2015-08-01 [ended/lost_bid],"|Livingston County Daily Press & Argus; Howell, Mich. | 2016-09-09","LANSING -- A food worker has been fired and banned from state prison properties after she was caught making out with an inmate inside a kitchen cooler on Tuesday, a Corrections Department spokesman confirmed Thursday. After a corrections officer discovered the…"
start_date unknown,tenure,sp-0d78889d61,Neil Armstrong Elementary,Aramark,? to ? [unknown],"|The Times - Tribune; Scranton, Pa. | 2016-11-10; |TCA Regional News; Chicago | 2016-11-10","…als from Aramark, the district's food service company, explained how four students at Neil Armstrong Elementary were served moldy bagels on Monday. The bagels, defrosted and served to students on Friday, were refrigerated in their packaging. Condensation cause…"
start_date unknown,tenure,sp-095465ccbb,Nissan Stadium,Aramark,? to ? [unknown],"|The Tennessean; Nashville, Tenn. | 2016-10-02","After another disheartening loss last week, the only comfort Titans fans may find at Nissan Stadium this year might be in the food. With nary a whisper, Josephine chef Andrew Little quietly launched a pop-up concept in partnership with stadium concessions comp…"
start_date unknown,tenure,sp-9bbabb5b6f,Northwest Missouri State University,Aramark,? to 2017-04-03 [ended/lost_bid],|University Wire; Carlsbad | 2017-01-18,"Publication: Northwestern Missourian, Northwest Missouri State University, Maryville MO. University officials announced the upcoming termination of a contract with Aramark, a relationship dating back more than 30 years. Northwest President John Jasinski announ…"
start_date unknown,tenure,sp-acb504f28c,Northwest Missouri State University,Aramark,? to 2017-04-03 [ended/self_op_conversion],|University Wire; Carlsbad | 2017-01-18,"Publication: Northwestern Missourian, Northwest Missouri State University, Maryville MO. University officials announced the upcoming termination of a contract with Aramark, a relationship dating back more than 30 years. Northwest President John Jasinski announ…"
start_date unknown,tenure,sp-c115bf1de2,Ramsey County correctional facility,Minnesota,? to ? [unknown],|The Guardian (Online); London (UK) | 2016-09-30,"Today is a good day for the roughly 500 prisoners at Ramsey County correctional facility in St Paul, Minnesota. Today is an egg day. It’s just before 7am and the inmates are lining up in the mess hall for breakfast, which this morning features two boiled eggs …"
start_date unknown,tenure,sp-7cb512c57e,Rio Tinto,ISS,? to 2016-01-01 [ended/lost_bid],|The Australian Financial Review; Melbourne | 2016-12-03,"… have had a tough year in 2016, losing big contracts with Royal North Shore Hospital, Rio Tinto and CITIC Pacific Mining. Gravenhorst says the ""negative growth"" ISS has suffered in Australia is partially due to mines shutting down, as mines move from construct…"
start_date unknown,tenure,sp-6930b3a8e3,Rock and Roll Hall of Fame,Aramark,? to ? [unknown],|Fair Disclosure Wire; Linthicum | 2016-08-10,"… partnership that really enhances our product offerings. We hit the ground running in Yosemite National Park, provided food service to both the RNC and DNC conventions and also received more external recognition awards. Also in early August we acquired HPSI, a…"
